ID,Region,Gender,Degree,Marital,Religion,Happy,Income,Politics,GunLaw,OwnGun,SpendMilitary,SpendEduc,SpendEnv,SpendCity,Pres16,Age
829,W. Nor. Central,Female,Bachelor,Divorced,Catholic,NA,Average,Slghtly Conservative,NA,Agree,NA,NA,About Right,NA,Romney,56
830,E. Nor. Central,Female,High School,Widowed,Catholic,NA,Average,Moderate,Legal,NA,Too Much,NA,Too Little,NA,NA,71
831,Foreign,Male,Bachelor,Married,None,Pretty Happy,Far Below Average,Liberal,Legal,Disagree,About Right,Too Little,Too Little,Too Little,Obama,50
832,E. Nor. Central,Male,High School,Divorced,Catholic,NA,Average,Slightly Liberal,Legal,NA,Too Much,Too Little,Too Little,Too Little,Obama,69
833,W. Nor. Central,Male,High School,Never Married,None,NA,Average,Moderate,Not Legal,Disagree,NA,NA,Too Little,Too Little,Romney,49
834,E. Nor. Central,Male,High School,Married,Protestant,Very Happy,Average,Slghtly Conservative,Legal,Agree,Too Much,About Right,Too Little,About Right,Romney,61
835,South Atlantic,Female,Junior College,Divorced,Protestant,NA,Below Average,Moderate,Legal,NA,NA,NA,Too Little,Too Little,Obama,38
836,W. Nor. Central,Male,Bachelor,Married,Protestant,Very Happy,Below Average,Liberal,Not Legal,Disagree,NA,NA,Too Little,NA,Obama,74
837,W. Nor. Central,Female,High School,Married,Protestant,Pretty Happy,Average,Slghtly Conservative,NA,NA,NA,NA,Too Little,About Right,NA,40
838,Pacific,Male,High School,Married,None,Very Happy,Below Average,NA,NA,NA,NA,NA,Too Little,Too Little,NA,34
839,Pacific,Male,Junior College,Divorced,Buddhism,NA,Average,Moderate,Legal,Disagree,NA,NA,About Right,Too Little,NA,41
840,Pacific,Male,Lt High School,Married,Catholic,Very Happy,Below Average,Extrmly Conservative,Legal,Agree,Too Much,About Right,About Right,About Right,Romney,78
841,Foreign,Female,Lt High School,Married,Catholic,Very Happy,Far Below Average,Conservative,NA,Strongly Disagree,NA,NA,NA,Too Little,NA,47
842,Pacific,Female,High School,Never Married,None,NA,Below Average,Moderate,Legal,Disagree,Too Much,Too Little,Too Little,Too Little,Obama,50
843,Pacific,Female,High School,Separated,None,NA,Far Above Average,Slightly Liberal,Legal,Disagree,NA,NA,Too Little,Too Little,Obama,41
844,Pacific,Female,Junior College,Divorced,Protestant,NA,Average,Moderate,NA,NA,About Right,Too Little,About Right,Too Little,Obama,63
845,Middle Atlantic,Male,High School,Married,Protestant,Very Happy,Average,Extrmly Conservative,Not Legal,Agree,NA,NA,Too Little,Too Little,Romney,56
846,Pacific,Female,High School,Never Married,Catholic,NA,Average,Slightly Liberal,NA,NA,NA,NA,Too Little,Too Little,NA,18
847,South Atlantic,Male,High School,Married,Other,Very Happy,Below Average,Moderate,Legal,Disagree,Too Much,Too Much,Too Little,Too Little,NA,25
848,Foreign,Female,Junior College,Married,None,Pretty Happy,Far Above Average,Moderate,Legal,Strongly Disagree,NA,NA,About Right,Too Little,Obama,55
849,Pacific,Male,High School,Divorced,Protestant,NA,Average,Moderate,NA,Disagree,Too Much,Too Little,About Right,Too Little,Obama,58
850,Pacific,Female,Junior College,Married,Catholic,Pretty Happy,Above Average,Moderate,Legal,Strongly Disagree,NA,NA,Too Little,Too Little,Obama,39
851,Foreign,Female,Bachelor,Married,Protestant,Pretty Happy,Far Below Average,Slightly Liberal,Not Legal,NA,About Right,About Right,Too Little,Too Little,NA,42
852,Pacific,Male,High School,Never Married,Catholic,NA,Average,Moderate,Legal,NA,Too Much,Too Much,NA,About Right,NA,25
853,Foreign,Female,Lt High School,Married,Protestant,Pretty Happy,Below Average,Slightly Liberal,Not Legal,NA,NA,NA,About Right,About Right,NA,76
854,Pacific,Female,Bachelor,Divorced,Protestant,NA,Below Average,Moderate,NA,Agree,About Right,Too Little,Too Little,Too Little,NA,53
855,Pacific,Male,High School,Never Married,None,NA,Average,Liberal,NA,Disagree,NA,NA,Too Little,About Right,Obama,57
856,Mountain,Female,Junior College,Married,Catholic,Very Happy,Above Average,Moderate,Legal,Agree,NA,NA,About Right,Too Little,Romney,53
857,Mountain,Male,High School,Married,Protestant,Pretty Happy,Below Average,Conservative,NA,NA,About Right,Too Little,Too Little,Too Much,NA,63
858,Mountain,Female,Bachelor,Married,Protestant,Pretty Happy,Average,Slightly Liberal,Not Legal,NA,NA,NA,About Right,Too Much,Romney,62
859,Middle Atlantic,Female,Bachelor,Married,Protestant,Very Happy,Far Below Average,NA,Legal,Disagree,Too Much,About Right,About Right,Too Little,Obama,56
860,Foreign,Male,High School,Divorced,Protestant,NA,Below Average,Slightly Liberal,Not Legal,NA,NA,NA,Too Little,Too Much,Obama,70
861,South Atlantic,Male,Bachelor,Never Married,None,NA,Far Above Average,Moderate,Legal,Disagree,NA,About Right,Too Little,About Right,Obama,35
862,E. Nor. Central,Female,Bachelor,Married,None,Pretty Happy,Above Average,Slightly Liberal,NA,Agree,NA,NA,Too Little,Too Little,Obama,64
863,Pacific,Male,High School,Married,None,Very Happy,Far Above Average,Liberal,Legal,Agree,Too Little,Too Little,About Right,About Right,Obama,32
864,Mountain,Female,Bachelor,Never Married,None,NA,Average,Conservative,Not Legal,NA,NA,NA,About Right,Too Little,NA,27
865,Foreign,Male,High School,Married,Protestant,Very Happy,Below Average,Conservative,Not Legal,Agree,About Right,Too Little,About Right,Too Little,Romney,67
866,Mountain,Female,High School,Married,Catholic,Very Happy,Below Average,Moderate,NA,NA,NA,NA,About Right,Too Little,NA,27
867,Mountain,Male,High School,Never Married,None,NA,Above Average,Conservative,Legal,Strongly Disagree,NA,NA,Too Little,About Right,Other Candidate (Specify),31
868,W. Nor. Central,Female,High School,Married,Protestant,Very Happy,Below Average,Conservative,Not Legal,NA,About Right,Too Little,About Right,About Right,Romney,79
869,Mountain,Female,High School,Divorced,Other,NA,Far Below Average,Moderate,Legal,Disagree,NA,NA,Too Little,Too Little,Obama,41
870,Mountain,Female,High School,Married,Protestant,Pretty Happy,Below Average,Moderate,NA,NA,Too Little,Too Little,Too Little,Too Little,Obama,29
871,Mountain,Female,Lt High School,Never Married,None,NA,Far Below Average,Moderate,Legal,Disagree,NA,NA,About Right,About Right,Obama,42
872,Mountain,Female,High School,Widowed,None,NA,Average,Moderate,Not Legal,NA,Too Much,About Right,Too Little,About Right,Obama,89 OR OLDER
873,Mountain,Female,Bachelor,Married,Protestant,Very Happy,Far Below Average,Moderate,NA,Disagree,NA,NA,Too Little,Too Little,Romney,52
874,Middle Atlantic,Male,Bachelor,Married,None,Very Happy,Average,Extremely Liberal,NA,NA,NA,NA,Too Little,Too Little,Obama,78
875,Mountain,Male,High School,Married,Buddhism,Pretty Happy,Average,Conservative,Legal,NA,About Right,Too Little,Too Much,About Right,Romney,77
876,Mountain,Female,Bachelor,Divorced,None,NA,Average,Slightly Liberal,Legal,Agree,NA,NA,Too Little,Too Little,Obama,42
877,Mountain,Male,Bachelor,Married,Protestant,Pretty Happy,Above Average,Conservative,NA,Disagree,Too Much,Too Little,Too Little,About Right,Romney,45
878,Foreign,Female,Graduate,Married,None,Very Happy,Above Average,Moderate,Not Legal,Disagree,NA,NA,About Right,NA,Obama,64
879,E. Nor. Central,Female,High School,Divorced,None,NA,Above Average,Extremely Liberal,Legal,NA,Too Much,Too Little,Too Little,Too Little,Obama,83
880,Middle Atlantic,Female,Graduate,Married,Catholic,Very Happy,Average,Liberal,NA,Agree,NA,NA,Too Little,Too Little,Obama,49
881,E. Nor. Central,Female,Bachelor,Married,Protestant,Pretty Happy,Average,Slghtly Conservative,NA,NA,Too Little,Too Little,Too Little,Too Little,Romney,31
882,E. Nor. Central,Female,Bachelor,Married,Protestant,Very Happy,Above Average,Slghtly Conservative,Not Legal,Agree,NA,NA,About Right,Too Little,Obama,42
883,E. Nor. Central,Female,High School,Never Married,Christian,NA,Below Average,Liberal,NA,Disagree,NA,NA,Too Little,Too Little,Obama,25
884,E. Nor. Central,Male,Bachelor,Married,Protestant,Very Happy,Average,Conservative,Not Legal,Disagree,NA,NA,About Right,About Right,Romney,47
885,Middle Atlantic,Female,Junior College,Married,Catholic,Not Too Happy,Average,Moderate,NA,Agree,Too Much,Too Little,Too Little,Too Little,Romney,48
886,E. Nor. Central,Female,High School,Widowed,Protestant,NA,Average,Moderate,Not Legal,Disagree,NA,NA,Too Little,Too Much,Obama,53
887,E. Nor. Central,Male,Bachelor,Divorced,Protestant,NA,Above Average,Slightly Liberal,Legal,Strongly Disagree,Too Much,About Right,Too Little,Too Little,Obama,57
888,South Atlantic,Female,High School,Widowed,Protestant,NA,Average,Slghtly Conservative,NA,NA,NA,NA,NA,Too Little,Obama,84
889,E. Nor. Central,Female,High School,Widowed,Protestant,NA,Average,Moderate,Not Legal,NA,About Right,About Right,Too Little,About Right,Obama,83
890,E. Nor. Central,Female,Bachelor,Widowed,Protestant,NA,Average,Moderate,Legal,Disagree,Too Much,Too Little,Too Little,About Right,Obama,68
891,E. Nor. Central,Male,High School,Never Married,Protestant,NA,Average,Slightly Liberal,Legal,NA,Too Much,Too Little,About Right,Too Little,Obama,64
892,E. Nor. Central,Female,Bachelor,Divorced,NA,NA,Average,Liberal,NA,Disagree,About Right,About Right,Too Little,About Right,Obama,63
893,E. Nor. Central,Female,High School,Widowed,Catholic,NA,Above Average,Moderate,Legal,NA,NA,NA,Too Little,About Right,Obama,70
894,E. Nor. Central,Male,High School,Never Married,Protestant,NA,Below Average,Slightly Liberal,Legal,Disagree,Too Much,Too Little,About Right,Too Little,NA,21
895,E. Sou. Central,Male,High School,Never Married,None,NA,Far Below Average,Moderate,Not Legal,Disagree,Too Much,Too Little,Too Much,Too Little,Obama,29
896,Pacific,Male,Lt High School,Divorced,None,NA,Below Average,Moderate,NA,Agree,NA,NA,Too Little,Too Little,Obama,56
897,New England,Male,High School,Never Married,Protestant,NA,Above Average,Moderate,NA,NA,Too Much,Too Little,Too Little,About Right,Obama,27
898,E. Nor. Central,Female,Lt High School,Married,Catholic,Very Happy,Below Average,Conservative,Legal,NA,NA,NA,Too Little,Too Little,NA,53
899,E. Nor. Central,Male,High School,Married,Christian,Very Happy,Below Average,Moderate,Legal,NA,Too Much,Too Much,Too Little,About Right,Romney,68
900,E. Nor. Central,Male,High School,Divorced,Catholic,NA,Average,Slghtly Conservative,NA,Agree,NA,NA,Too Little,About Right,Obama,44
901,E. Nor. Central,Female,Lt High School,Married,Catholic,Very Happy,Below Average,Moderate,Not Legal,NA,NA,NA,About Right,Too Little,Obama,68
902,E. Nor. Central,Male,High School,Never Married,Catholic,NA,Above Average,Moderate,Legal,Agree,Too Much,Too Much,Too Little,Too Much,Obama,39
903,E. Nor. Central,Male,High School,Divorced,Protestant,NA,Above Average,Moderate,Legal,Agree,NA,NA,About Right,Too Little,NA,57
904,W. Nor. Central,Male,High School,Never Married,Protestant,NA,Below Average,Extrmly Conservative,Legal,Agree,Too Much,Too Little,Too Much,Too Little,Obama,25
905,W. Nor. Central,Female,High School,Never Married,None,NA,Below Average,Conservative,NA,NA,NA,NA,Too Little,Too Little,Obama,42
906,W. Nor. Central,Male,High School,Never Married,None,NA,Average,Moderate,Legal,NA,Too Little,Too Little,About Right,Too Little,Obama,25
907,W. Nor. Central,Female,High School,Never Married,None,NA,Average,Liberal,Legal,Agree,NA,NA,About Right,Too Little,NA,19
908,Pacific,Female,High School,Never Married,NA,NA,NA,Extrmly Conservative,NA,NA,Too Much,Too Little,About Right,About Right,NA,66
909,W. Nor. Central,Male,Junior College,Separated,Protestant,NA,Average,Moderate,NA,NA,NA,NA,Too Little,Too Little,Obama,74
910,W. Nor. Central,Female,Graduate,Divorced,NA,NA,Average,NA,Legal,NA,About Right,Too Little,Too Little,Too Little,NA,69
911,Mountain,Female,High School,Never Married,Protestant,NA,Below Average,Extrmly Conservative,Legal,NA,NA,NA,About Right,About Right,NA,26
912,W. Nor. Central,Male,High School,Widowed,Catholic,NA,Average,Conservative,NA,NA,NA,About Right,NA,NA,Obama,69
913,W. Nor. Central,Female,High School,Married,Protestant,Very Happy,Below Average,Slghtly Conservative,Legal,Strongly Disagree,NA,NA,About Right,Too Little,NA,27
914,W. Nor. Central,Male,High School,Never Married,None,NA,Average,Moderate,Legal,Disagree,Too Much,Too Little,Too Little,Too Little,NA,53
915,W. Nor. Central,Male,High School,Divorced,None,NA,Below Average,Moderate,Legal,Strongly Disagree,About Right,Too Little,Too Little,Too Little,NA,35
916,W. Nor. Central,Female,High School,Married,None,Pretty Happy,Below Average,Moderate,NA,Agree,NA,NA,About Right,About Right,Obama,32
917,W. Nor. Central,Female,High School,Never Married,Other,NA,Average,Liberal,Legal,Strongly Disagree,Too Much,Too Little,Too Little,Too Little,NA,19
918,New England,Male,High School,Married,Protestant,Very Happy,Average,Slghtly Conservative,Not Legal,Disagree,NA,NA,Too Little,About Right,Romney,56
919,W. Nor. Central,Male,Junior College,Divorced,Protestant,NA,Average,Slghtly Conservative,Not Legal,NA,NA,NA,Too Little,NA,Obama,69
920,W. Nor. Central,Female,High School,Married,Catholic,Very Happy,Average,Extremely Liberal,Legal,NA,About Right,Too Little,Too Little,Too Little,Obama,66
921,W. Nor. Central,Female,Bachelor,Widowed,Protestant,NA,Above Average,Slightly Liberal,Not Legal,NA,Too Much,Too Much,Too Little,NA,NA,69
922,W. Nor. Central,Male,High School,Never Married,Protestant,NA,Below Average,NA,NA,Agree,Too Much,About Right,Too Little,NA,NA,43
923,W. Nor. Central,Female,High School,Divorced,Protestant,NA,Far Below Average,Extrmly Conservative,Not Legal,Disagree,Too Much,Too Little,About Right,Too Little,Romney,43
924,Mountain,Female,Bachelor,Married,Protestant,Very Happy,Below Average,Slghtly Conservative,NA,Strongly Agree,NA,NA,Too Little,NA,NA,44
925,W. Nor. Central,Male,Bachelor,Widowed,Protestant,NA,Average,Slightly Liberal,NA,Disagree,About Right,Too Little,Too Little,Too Little,Obama,58
926,E. Nor. Central,Male,High School,Married,Protestant,Pretty Happy,Below Average,Moderate,Not Legal,Disagree,Too Much,About Right,About Right,Too Much,Romney,38
927,W. Nor. Central,Female,Bachelor,Married,Catholic,Pretty Happy,Below Average,Moderate,NA,Disagree,NA,NA,Too Little,NA,NA,49
928,South Atlantic,Male,High School,Married,None,Very Happy,Average,Conservative,Not Legal,Agree,NA,NA,Too Much,Too Much,Romney,51
929,South Atlantic,Female,Graduate,Married,Protestant,Very Happy,Below Average,Conservative,Legal,Disagree,NA,NA,Too Much,About Right,Romney,59
930,New England,Male,Junior College,Divorced,None,NA,Average,Slightly Liberal,NA,NA,NA,NA,Too Little,About Right,Obama,68
931,New England,Male,Graduate,Married,Protestant,Very Happy,Average,Extrmly Conservative,Legal,NA,Too Much,Too Much,About Right,Too Much,Romney,73
932,Middle Atlantic,Male,Graduate,Married,Catholic,Very Happy,Below Average,Conservative,Legal,NA,Too Much,Too Little,About Right,Too Little,Romney,67
933,South Atlantic,Male,Graduate,Married,Protestant,Very Happy,Average,Conservative,NA,NA,NA,NA,Too Much,About Right,Romney,70
934,E. Nor. Central,Female,Bachelor,Married,Protestant,Very Happy,Below Average,Conservative,Legal,Disagree,Too Much,NA,NA,Too Little,Romney,61
935,South Atlantic,Female,Junior College,Married,Catholic,Pretty Happy,Far Above Average,Moderate,Legal,Strongly Disagree,NA,NA,NA,Too Little,Romney,50
936,South Atlantic,Male,Bachelor,Married,Protestant,Pretty Happy,Below Average,Liberal,Legal,NA,About Right,Too Little,Too Little,Too Little,Obama,67
937,South Atlantic,Male,Graduate,Married,Protestant,Very Happy,Above Average,Conservative,NA,Disagree,About Right,About Right,Too Little,About Right,Other Candidate (Specify),39
938,South Atlantic,Female,Graduate,Married,Protestant,Very Happy,Above Average,Extrmly Conservative,Legal,Disagree,NA,NA,Too Much,About Right,Romney,48
939,South Atlantic,Female,High School,Never Married,Protestant,NA,Below Average,Conservative,NA,Strongly Disagree,NA,NA,Too Little,Too Little,NA,19
940,Foreign,Male,High School,Married,Protestant,Pretty Happy,Far Below Average,Moderate,Not Legal,NA,NA,NA,About Right,Too Little,Obama,58
941,South Atlantic,Female,Junior College,Separated,Christian,NA,Far Below Average,Moderate,Legal,Agree,About Right,Too Little,About Right,Too Little,Obama,54
942,South Atlantic,Male,Lt High School,Never Married,Other,NA,NA,Moderate,Legal,NA,Too Much,Too Little,Too Little,NA,NA,20
943,South Atlantic,Female,High School,Widowed,Protestant,NA,Average,Moderate,Not Legal,NA,NA,NA,Too Little,Too Little,Obama,89 OR OLDER
944,South Atlantic,Female,Lt High School,Married,Catholic,Very Happy,Below Average,Moderate,NA,NA,Too Much,Too Little,Too Little,Too Little,Romney,44
945,South Atlantic,Male,High School,Married,None,Very Happy,Far Below Average,Moderate,Legal,Disagree,NA,NA,About Right,Too Little,Obama,59
946,Foreign,Female,Bachelor,Married,None,Very Happy,Far Below Average,Slghtly Conservative,Legal,NA,Too Much,Too Little,Too Little,About Right,NA,47
947,South Atlantic,Female,Graduate,Married,Protestant,Pretty Happy,Below Average,Extrmly Conservative,NA,NA,NA,NA,Too Little,About Right,Romney,46
948,South Atlantic,Male,High School,Married,Buddhism,Very Happy,Below Average,Extremely Liberal,Legal,Disagree,About Right,About Right,About Right,About Right,NA,55
949,Foreign,Male,High School,Married,Protestant,Pretty Happy,Below Average,Moderate,Legal,Disagree,NA,NA,Too Little,Too Much,Obama,65
950,South Atlantic,Female,Junior College,Never Married,Buddhism,NA,Above Average,Slightly Liberal,NA,Agree,NA,NA,Too Little,Too Little,NA,23
